sequence,v115@DhB8IeB8GeC8FeE8JeXLYaAFLDmClcJSAVDEHBEooR?BToAVBv/TFDU+AAAvhFzpBOpB6tB0mBlqBxuB,v115@DhB8IeB8GeC8FeE8JeXLYaAFLDmClcJSAVDEHBEooR?BToAVBvCmFDK+AAAvhFTpB6oB1mBMqB2uBRvB,v115@DhB8IeB8GeC8FeE8Je1OYaAFLDmClcJSAVDEHBEooR?BUoAVBpiLuCKHBAAvhFxqB6oB0hBXgBOkBzqB,v115@DhB8IeB8GeC8FeE8JeXLYaAFLDmClcJSAVDEHBEooR?BToAVBK+TFDUHBAAvhFWqBZkB6oB0mB1qBzpB,v115@DhB8IeB8GeC8FeE8Je0KYaAFLDmClcJSAVDEHBEooR?BaoAVB0SltCKHBAAvhF1uB6tBRrBXlBOpBTrB,v115@DhB8IeB8GeC8FeE8JeXLYaAFLDmClcJSAVDEHBEooR?BToAVB0izPCJHBAAvhF1uB6tB0mBOpBRqBTqB,v115@DhB8IeB8GeC8FeE8JeTJYaAFLDmClcJSAVDEHBEooR?BPoAVBaN8LC0/AAAvhF0qB3mB6oBxpBFmBmpB,v115@DhB8IeB8GeC8FeE8Je3JYaAFLDmClcJSAVDEHBEooR?BToAVB0izPCJHBAAvhFFrB6oB0hBOkBRqBTqB,v115@DhB8IeB8GeC8FeE8Je2OYaAFLDmClcJSAVDEHBEooR?BKoAVBpiLuCUHBAAvhFxqB6oB0hB/kBFlBzqB,v115@DhB8IeB8GeC8FeE8Je1OYaAFLDmClcJSAVDEHBEooR?BUoAVBzXUPCP+AAAvhF3mBUlB6oBOkBzqBxvB,v115@DhB8IeB8GeC8FeE8Je2OYaAFLDmClcJSAVDEHBEooR?BKoAVBpC+tCaHBAAvhFxqB6oB1mB/kBUlBzqB,v115@DhB8IeB8GeC8FeE8JeXLYaAFLDmClcJSAVDEHBEooR?BToAVBqijxCP+AAAvhFmpB6oB0hBllBTpBxuB,v115@DhB8IeB8GeC8FeE8JeTJYaAFLDmClcJSAVDEHBEooR?BPoAVB0izPCT+AAAvhFFrB6oB0hBmkB3qBxuB,v115@DhB8IeB8GeC8FeE8JezKYaAFLDmClcJSAVDEHBEooR?BPoAVBz/DxCa+AAAvhFXlBOpB6oBlmB0pBxvB,v115@DhB8IeB8GeC8FeE8JezJYaAFLDmClcJSAVDEHBEooR?BPoAVB6/DxCT+AAAvhF0lBOpB6oBlmBXrBxuB,v115@DhB8IeB8GeC8FeE8Je0KYaAFLDmClcJSAVDEHBEooR?BaoAVBqSltCUHBAAvhF2uB6tBRrB/pBFlBTrB,v115@DhB8IeB8GeC8FeE8JezKYaAFLDmClcJSAVDEHBEooR?BPoAVBzCmFDK+AAAvhFXlB6oBlmBMkB2uBxvB,v115@DhB8IeB8GeC8FeE8JeXLYaAFLDmClcJSAVDEHBEooR?BToAVBpyaFD0/AAAvhFxpB6oBTpB0mB1qBmpB,v115@DhB8IeB8GeC8FeE8JezJYaAFLDmClcJSAVDEHBEooR?BPoAVBpCmPCaNBAAvhFZkB6oBlmBWlB0lBXrB,v115@DhB8IeB8GeC8FeE8JezJYaAFLDmClcJSAVDEHBEooR?BPoAVBpCmPCzXBAAvhFZkB6oBlmBWlBXmB0qB,v115@DhB8IeB8GeC8FeE8JeRPYaAFLDmClcJSAVDEHBEooR?BJoAVB6CegCz/AAAvhF0kB6oBlmBTgBXmBOpB,v115@DhB8IeB8GeC8FeE8JezJYaAFLDmClcJSAVDEHBEooR?BPoAVBseltCqXBAAvhF6oBlmBxkBXmBOpB0qB,v115@DhB8IeB8GeC8FeE8JezJYaAFLDmClcJSAVDEHBEooR?BPoAVBseNFDKNBAAvhF6oBlmBxkB0lBOpBXrB,v115@DhB8IeB8GeC8FeE8Je0KYaAFLDmClcJSAVDEHBEooR?BaoAVBM+dgCKNBAAvhF6oBRmBlkBTmBOpBXqB,v115@DhB8IeB8GeC8FeE8JeXKYaAFLDmClcJSAVDEHBEooR?BToAVBM+dgCqXBAAvhF6oBRmBlkBTmBOpB0qB,v115@DhB8IeB8GeC8FeE8JemJYaAFLDmClcJSAVDEHBEooR?BKoAVBseltCvXBAAvhF6oBlmBxkBXmBTpB0qB,v115@DhB8IeB8GeC8FeE8JemJYaAFLDmClcJSAVDEHBEooR?BKoAVB6CegCT+AAAvhF0lB6oBlmBTpBXrBxuB,v115@DhB8IeB8GeC8FeE8JemJYaAFLDmClcJSAVDEHBEooR?BKoAVBseNFDTHBAAvhF6oBlmBxkB0lBXrBTpB
IOZSJLT,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIJSZO,X,X,O,X,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
LTIJSOZ,X,X,O,X,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LTIJZSO,X,X,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LTIJZOS,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O
LTIJOSZ,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,X
LTIJOZS,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O
LTISJZO,X,X,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTISJOZ,X,X,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTISZJO,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTISZOJ,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LTISOJZ,X,X,O,O,O,O,X,O,X,O,X,X,X,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X
LTISOZJ,X,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LTIZJSO,X,O,O,X,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LTIZJOS,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LTIZSJO,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTIZSOJ,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LTIZOJS,X,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X
LTIZOSJ,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X
LTIOJSZ,X,X,O,X,O,X,X,X,X,X,O,X,O,O,X,X,O,X,O,O,X,O,O,X,X,X,X,X
LTIOJZS,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X
LTIOSJZ,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X,X
LTIOSZJ,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X
LTIOZJS,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,O,O,O,X,X,X,X,X
LTIOZSJ,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X
LTJISZO,O,X,O,X,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
LTJISOZ,O,X,O,X,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LTJIZSO,O,X,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LTJIZOS,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O
LTJIOSZ,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,X
LTJIOZS,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O
LTJSIZO,O,X,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
LTJSIOZ,O,X,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LTJSZIO,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTJSZOI,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LTJSOIZ,O,X,O,X,O,O,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTJSOZI,O,O,O,X,O,O,X,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LTJZISO,O,O,O,X,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
LTJZIOS,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
LTJZSIO,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTJZSOI,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LTJZOIS,O,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LTJZOSI,O,O,O,X,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LTJOISZ,O,X,O,X,O,X,X,X,X,X,O,X,O,O,X,X,O,X,O,O,X,O,O,X,X,O,X,X
LTJOIZS,O,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,O,O,X,X,X,X,O
LTJOSIZ,O,X,O,X,O,O,X,X,X,O,O,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LTJOSZI,O,O,O,X,O,O,X,X,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJOZIS,O,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
LTJOZSI,O,O,O,X,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LTSIJZO,O,X,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LTSIJOZ,O,X,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LTSIZJO,O,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LTSIZOJ,O,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X
LTSIOJZ,O,X,O,O,O,O,X,O,X,O,X,X,X,O,X,X,O,O,O,O,X,X,X,X,O,X,X,X
LTSIOZJ,O,O,O,O,X,O,O,O,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X
LTSJIZO,O,X,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,O
LTSJIOZ,O,X,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
LTSJZIO,O,O,O,O,O,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTSJZOI,O,O,O,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTSJOIZ,O,X,O,O,O,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJOZI,O,O,O,O,O,O,O,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZIJO,O,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LTSZIOJ,O,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LTSZJIO,O,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTSZJOI,O,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZOIJ,O,O,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTSZOJI,O,O,O,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOIJZ,O,X,O,O,O,O,X,O,X,O,X,X,X,O,X,X,O,O,O,O,X,O,O,X,O,X,X,X
LTSOIZJ,O,O,O,O,X,O,O,O,X,X,X,O,X,O,X,X,O,O,X,X,X,O,O,X,O,X,X,X
LTSOJIZ,O,X,O,O,O,O,X,O,X,O,X,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LTSOJZI,O,O,O,O,O,O,O,O,X,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSOZIJ,O,O,X,O,O,O,O,O,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LTSOZJI,O,O,O,O,O,O,O,O,X,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZIJSO,X,O,O,X,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LTZIJOS,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LTZISJO,X,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTZISOJ,X,X,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LTZIOJS,X,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X
LTZIOSJ,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X
LTZJISO,O,O,O,X,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O
LTZJIOS,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O
LTZJSIO,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZJSOI,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LTZJOIS,O,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LTZJOSI,O,O,O,X,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LTZSIJO,O,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LTZSIOJ,O,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LTZSJIO,O,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTZSJOI,O,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSOIJ,O,O,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTZSOJI,O,O,O,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOIJS,O,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,O,O,O,X,X,X,X
LTZOISJ,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O,O,X,X,X,X
LTZOJIS,O,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LTZOJSI,O,O,O,X,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOSIJ,O,O,X,X,O,O,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZOSJI,O,O,O,X,O,O,O,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOIJSZ,O,X,O,X,O,X,X,X,X,X,O,X,O,O,X,X,O,X,O,O,X,O,O,X,X,X,X,X
LTOIJZS,O,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X
LTOISJZ,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X,X
LTOISZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X
LTOIZJS,O,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,O,O,O,X,X,X,X,X
LTOIZSJ,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X
LTOJISZ,O,X,O,X,O,X,X,X,X,X,O,X,O,O,X,X,O,X,O,O,X,O,O,X,X,O,X,X
LTOJIZS,O,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,O,O,X,X,X,X,O
LTOJSIZ,O,X,O,X,O,O,X,X,X,O,O,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LTOJSZI,O,O,O,X,O,O,X,X,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOJZIS,O,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
LTOJZSI,O,O,O,X,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LTOSIJZ,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X,X
LTOSIZJ,O,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X
LTOSJIZ,O,X,O,X,O,O,X,O,X,O,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LTOSJZI,O,O,O,X,O,O,O,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOSZIJ,O,O,X,X,O,O,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOSZJI,O,O,O,X,O,O,O,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOZIJS,O,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X
LTOZISJ,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X
LTOZJIS,O,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LTOZJSI,O,O,O,X,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZSIJ,O,O,X,X,O,O,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOZSJI,O,O,O,X,O,O,O,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LITJSZO,X,X,O,X,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
LITJSOZ,X,X,O,X,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LITJZSO,X,X,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LITJZOS,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O
LITJOSZ,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,X
LITJOZS,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O
LITSJZO,X,X,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LITSJOZ,X,X,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LITSZJO,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LITSZOJ,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LITSOJZ,X,X,O,O,O,O,X,O,X,O,X,X,X,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X
LITSOZJ,X,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LITZJSO,X,O,O,X,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LITZJOS,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LITZSJO,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LITZSOJ,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LITZOJS,X,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X
LITZOSJ,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X
LITOJSZ,X,X,O,X,O,X,X,X,X,X,O,X,O,O,X,X,O,X,O,O,X,O,O,X,X,X,X,X
LITOJZS,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X
LITOSJZ,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X,X
LITOSZJ,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X
LITOZJS,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,O,O,O,X,X,X,X,X
LITOZSJ,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X
LIJTSZO,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
LIJTSOZ,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LIJTZSO,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LIJTZOS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O
LIJTOSZ,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X
LIJTOZS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O
LIJSTZO,O,X,X,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O
LIJSTOZ,O,X,X,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X
LIJSZTO,O,X,X,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJSZOT,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOTZ,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOZT,O,X,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZTSO,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O
LIJZTOS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O
LIJZSTO,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJZSOT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJZOTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJZOST,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJOTSZ,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X
LIJOTZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O
LIJOSTZ,O,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LIJOSZT,O,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LIJOZST,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTJZO,O,X,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LISTJOZ,O,X,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LISTZJO,O,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LISTZOJ,O,O,O,O,X,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X
LISTOJZ,O,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X
LISTOZJ,O,O,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LISJTZO,O,X,X,O,O,X,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LISJTOZ,O,X,X,O,O,X,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LISJZTO,O,X,X,O,O,X,X,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LISJZOT,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISJOTZ,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LISJOZT,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISZTJO,O,X,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X
LISZTOJ,O,X,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X
